x,y
5.7761,-24.3236
5.7799,-24.3227
5.7832,-24.3219
5.787,-24.321
5.7904,-24.3202
5.7942,-24.3193
5.7979,-24.3184
5.8013,-24.3176
5.8051,-24.3167
5.8084,-24.3159
5.8122,-24.315
5.8155,-24.3142
5.8193,-24.3133
5.8226,-24.3125
5.8264,-24.3116
5.8301,-24.3107
5.8335,-24.3099
5.8372,-24.309
5.8405,-24.3082
5.8443,-24.3073
5.8476,-24.3065
5.8514,-24.3056
5.8551,-24.3047
5.8584,-24.3039
5.8621,-24.303
5.8655,-24.3022
5.8692,-24.3013
5.8725,-24.3005
5.8762,-24.2996
5.8795,-24.2988
5.8833,-24.2979
5.887,-24.297
5.8903,-24.2962
5.894,-24.2953
5.8973,-24.2945
5.901,-24.2936
5.9043,-24.2928
5.908,-24.2919
5.9117,-24.291
5.915,-24.2902
5.9187,-24.2893
5.9219,-24.2885
5.9256,-24.2876
5.9289,-24.2868
5.9326,-24.2859
5.9359,-24.2851
5.9395,-24.2842
5.9432,-24.2833
5.9465,-24.2825
5.9502,-24.2816
5.9534,-24.2808
5.9571,-24.2799
5.9604,-24.2791
5.964,-24.2782
5.9677,-24.2773
5.9709,-24.2765
5.9746,-24.2756
5.9778,-24.2748
5.9815,-24.2739
5.9847,-24.2731
5.9884,-24.2722
5.9916,-24.2714
5.9953,-24.2705
5.9989,-24.2696
6.0022,-24.2688
6.0058,-24.2679
6.009,-24.2671
6.0127,-24.2662
6.0159,-24.2654
6.0195,-24.2645
6.0227,-24.2637
6.0264,-24.2628
6.03,-24.2619
6.0332,-24.2611
6.0368,-24.2602
6.04,-24.2594
6.0437,-24.2585
6.0469,-24.2577
6.0505,-24.2568
6.0541,-24.2559
6.0573,-24.2551
6.0609,-24.2542
6.0641,-24.2534
6.0677,-24.2525
6.0709,-24.2517
6.0745,-24.2508
6.0777,-24.25
6.0813,-24.2491
6.0849,-24.2482
6.088,-24.2474
6.0916,-24.2465
6.0948,-24.2457
6.0984,-24.2448
6.1016,-24.244
6.1051,-24.2431
6.1087,-24.2422
6.1119,-24.2414
6.1155,-24.2405
6.1186,-24.2397
6.1222,-24.2388
6.1254,-24.238
6.1289,-24.2371
6.1321,-24.2363
6.1356,-24.2354
6.1392,-24.2345
6.1423,-24.2337
6.1459,-24.2328
6.149,-24.232
6.1526,-24.2311
6.1557,-24.2303
6.1593,-24.2294
